school,id,semester,urm_status,years_from_phd,repec_owndept,repec_semdept,phd_program,census_region
5a63a0f01558a2db057b4328d7f35830,4e670448ab4b796cf86b24c74398c65a,2019-08-01,Non-URM female,4,51-100,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,9689238b4acaec60780e86a9821ad29f,2019-01-01,Non-URM male,26,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,13e973115219c56601491572dc662de4,2019-01-01,Non-URM male,10,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,3a8e76cb8068337332543cf7cd46ce8a,2019-08-01,Non-URM female,29,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,6dab422a63646873020b65bc69ccc5f2,2019-08-01,Non-URM male,16,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,8a1d983c13e775ca7a50703b84fa4d34,2019-08-01,Non-URM male,3,51-100,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,1cd692c928a220948c0ee75868b554a7,2019-01-01,Non-URM male,28,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,22eaaa19b769823f9e255eb0a929d19f,2019-01-01,Non-URM male,6,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,bb3d64af6b1ad3df779180c6599c738c,2019-01-01,Non-URM female,0,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,415c5499bfa9c7bed44a2c851a1bf02d,2018-08-01,Non-URM male,33,101-289,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,3d46ddd0a474f7bb89f9273376866178,2019-01-01,Non-URM male,0,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,dcfc0bd259b593d64a5456b4ac3f1463,2018-08-01,Non-URM male,7,26-50,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,d0c3162992d2a5c888af3ec160ec81e0,2019-01-01,Non-URM male,5,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,15a9addff3b2b8ed22d1e1ed03a3f7ae,2019-01-01,Non-URM male,0,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,ff68f0d28757e92fe28f52ab6847e6c1,2018-08-01,Non-URM male,4,51-100,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,56bf3983087902d2758adbf70fcfaee7,2019-01-01,Non-URM female,0,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,66a9c3ea1e1aae4816f63202d463dd22,2019-01-01,Non-URM male,18,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,7137782342ce7d2442e9ee457e293547,2018-08-01,Non-URM female,12,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,c270d7a3d7f5e2b965504ef8bd73e40c,2019-01-01,Non-URM male,20,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,8249d5215571e5a452a1e01e73bc9441,2019-01-01,Non-URM male,7,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,0e9de8f675a4c50f696d8a9788908da5,2019-01-01,Non-URM female,3,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,20d224b47b6c36e0b5bc31aef52fa25c,2019-01-01,Non-URM male,5,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,2b64f51e1d926fe37c9290b90b1fcb6c,2019-01-01,Non-URM male,9,101-289,1-10,1,Midwest
e04da56bf47ee7cd761de6268a4fd2d9,e5a9668762329d42ae405396c1b734f0,2018-01-01,Non-URM male,13,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2850ddc411d527022899893cb021a487,2019-01-01,Non-URM male,13,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,77dd9587df9e97a33a6355b8e6cf999c,2017-08-01,Non-URM male,6,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7a2d7feb0e649f073f648563cc3c67ab,2018-01-01,URM male,4,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,76f44f9700584566fb19adf18c9f46e1,2017-08-01,Non-URM male,0,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2869d36735598e5155482a57810dc9d4,2017-08-01,Non-URM male,4,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1a004e4eefcfaf8782b65c4810c9f7ea,2018-01-01,Non-URM male,14,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5434345ec0ef3d537f7c1c686a8f3cac,2018-08-01,Non-URM male,1,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,fdc6f66eb9e877cd49ede5b1208f5f1b,2017-08-01,Non-URM male,5,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,06b2b0d9f9cc52304c7ffd5f6cbe06bf,2019-01-01,Non-URM male,,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5b02c9697649c0b48145796dbc4f21a9,2018-01-01,Non-URM female,23,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f1506a1a8002dc0ad84f7e38edac96d4,2019-01-01,Non-URM male,3,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c80b578fec519f8cfe4d527c32dd3ac8,2018-01-01,Non-URM male,3,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f7ae1f5af5fed8163fa0f2fe47dfc45d,2017-08-01,Non-URM male,42,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c8e4ebde281fdd17333d194fd6a673c2,2018-08-01,Non-URM female,3,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,167a0cd1819f8dcc7b96cb2629881ff8,2018-08-01,Non-URM male,9,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,836306e296f0876f0c73897e282f6f88,2018-08-01,Non-URM male,14,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,06b2b0d9f9cc52304c7ffd5f6cbe06bf,2019-01-01,Non-URM male,,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5b02c9697649c0b48145796dbc4f21a9,2018-01-01,Non-URM female,23,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,836306e296f0876f0c73897e282f6f88,2018-08-01,Non-URM male,14,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,167a0cd1819f8dcc7b96cb2629881ff8,2018-08-01,Non-URM male,9,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f7ae1f5af5fed8163fa0f2fe47dfc45d,2017-08-01,Non-URM male,42,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1a004e4eefcfaf8782b65c4810c9f7ea,2018-01-01,Non-URM male,14,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f1506a1a8002dc0ad84f7e38edac96d4,2019-01-01,Non-URM male,3,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5434345ec0ef3d537f7c1c686a8f3cac,2018-08-01,Non-URM male,1,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2869d36735598e5155482a57810dc9d4,2017-08-01,Non-URM male,4,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c8e4ebde281fdd17333d194fd6a673c2,2018-08-01,Non-URM female,3,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,77dd9587df9e97a33a6355b8e6cf999c,2017-08-01,Non-URM male,6,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,76f44f9700584566fb19adf18c9f46e1,2017-08-01,Non-URM male,0,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7a2d7feb0e649f073f648563cc3c67ab,2018-01-01,URM male,4,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,fdc6f66eb9e877cd49ede5b1208f5f1b,2017-08-01,Non-URM male,5,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e5a9668762329d42ae405396c1b734f0,2018-01-01,Non-URM male,13,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2850ddc411d527022899893cb021a487,2019-01-01,Non-URM male,13,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,a54d03b684d51e2217bc07d1228391f3,2019-08-01,Non-URM male,17,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,544282c9db9809ca29438ce046c79f21,2016-01-01,Non-URM male,17,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1f8deb9d6117bb6d29c92b59e3fbc59b,2019-01-01,Non-URM male,12,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,283ca0f90fc60181b09cd39ac4358f88,2018-08-01,Non-URM female,5,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e8825e5960d4a8d1d6ae406009aefd69,2016-01-01,Non-URM male,6,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,471be9d8ba92971eebe0c16610aceae2,2019-01-01,Non-URM male,1,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4576f16fdaed4dd13312a2724157b274,2019-08-01,Non-URM female,8,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c032bd6d26e5a3c5a4df735857781d29,2018-08-01,Non-URM male,11,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4c76261add05a404bfaf7c4daa9d126d,2017-01-01,Non-URM male,2,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,ee63721ec85a53fae749ba04806fac67,2015-08-01,Non-URM male,13,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e1e9d42a1144151e7393afea4ecbd830,2016-01-01,Non-URM male,5,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,12d00a22410bf886d599b4131317c9f5,2014-08-01,Non-URM male,,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,9f89b7db5035d10a16697cee5d6ecb55,2019-01-01,Non-URM male,14,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,9dd426e7e5b9869402dac0e49aa7c408,2017-01-01,Non-URM male,6,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,ef2f873862cfd6d617375a850150ff0b,2014-08-01,Non-URM female,4,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,d6d36f9a341ba96bdd891d202f4e9edb,2016-01-01,Non-URM male,13,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1ff1c51e03624ce42d002e47e44c085c,2018-08-01,Non-URM male,13,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,333cb288bef2934b66eab9544c2fdb22,2019-01-01,Non-URM male,31,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,da2f8d9892ccbea2df1465dc1a407881,2018-08-01,Non-URM female,5,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,de2ff69de287336532afe413fbaaf7f2,2019-01-01,Non-URM female,6,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,69f902172689c557b68ab95c59fc128f,2018-08-01,Non-URM male,13,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,df28eaed1456983c0dc1e6e230cda10b,2018-01-01,Non-URM male,10,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1ac5d4a9024351aa4390623dff929915,2016-08-01,Non-URM male,5,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f7a65141e18a34c6d02c94df34849f27,2019-01-01,Non-URM male,36,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5209e5ea9af7cba5ecc80436eaa6554d,2019-08-01,Non-URM female,10,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,9f89b7db5035d10a16697cee5d6ecb55,2019-08-01,Non-URM male,14,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7259f50a86536023e013d67690e57b08,2017-08-01,Non-URM female,4,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,29df8cbf98a49a4b19a7110176b69cb1,2018-01-01,Non-URM female,39,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7d555c6d5952f074c7cb502af8c212e6,2016-08-01,Non-URM male,3,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,fade888c7b204af7fcd97402c25f9857,2016-01-01,Non-URM male,38,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2ade377d93a54914abd567bd87512dbe,2019-08-01,Non-URM female,10,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5fc5775da1dd7dd4a6de1cdac3aa532b,2017-01-01,Non-URM male,7,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7a5e0537f14a4852e31abdb9bc305c02,2019-01-01,Non-URM male,4,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e3d8b01d0ee2a3cdf887fe53bb4818b9,2018-01-01,Non-URM male,43,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7a2f347a72ea19169e7d465acff7559b,2017-08-01,Non-URM male,12,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,dfe4f337e1dbf7d9c6d9c6a99015bbe0,2019-08-01,Non-URM male,24,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5fd541323b27071db8037708758722a8,2016-01-01,Non-URM male,18,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,fd08688a1f29f305a96e2451d4afdf39,2015-08-01,Non-URM male,13,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,76b1eafc6cfc0faf599fab41cdcb3a3f,2018-01-01,Non-URM male,4,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e00be1ca5463097af7e0bb68d5da30d5,2014-08-01,Non-URM male,7,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7340985a69a76f289c36bc10dc26ca2c,2017-01-01,Non-URM male,15,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5dc37d948a8f4d9b719b6f9c5ea382ef,2017-08-01,Non-URM male,18,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,6994f004b2d332015e1b3ff122f4a9a7,2016-08-01,Non-URM male,2,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5ebca53c7cb994e723c6839e9e6d6c9f,2016-01-01,Non-URM male,3,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,31ecac785676baeac60093dd31507224,2016-01-01,Non-URM male,22,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2077f3a7601a0291a5358dc0cb01f0ab,2018-01-01,Non-URM male,15,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,d6bdf2e8530a0910e92af8dba73e46e9,2017-01-01,Non-URM male,7,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,6366b605e848ba85e229805d24b3f37e,2018-01-01,Non-URM male,8,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,a9aa4691d557cad2e96afc3967094a74,2018-08-01,Non-URM male,17,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4f7ef3bb0a498233d9315212fc783391,2016-08-01,Non-URM male,12,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7798edfc8d82860ea8fb8394949e955d,2014-08-01,Non-URM male,43,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e4f405a1508603fa8a60310cbcee37e6,2019-08-01,Non-URM male,17,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,550cfd1a5874ffc3ddae99e1130b5a42,2017-01-01,Non-URM male,8,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,144d520e1b0e88d83795a70ca7484e3d,2016-08-01,Non-URM female,6,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,394fd6adcb20c0d75fb63c525716f4e3,2014-08-01,Non-URM male,2,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,803969d8eedfe0c2d83013d39c0f92eb,2016-08-01,Non-URM male,,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f8c1d8cc36064e538c87ff3df848177c,2018-08-01,Non-URM male,6,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,dbadbb29caf20685e2cd63c49ab42a48,2017-01-01,Non-URM male,15,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7aa7cbae071fe24ac7f5dde247abcce8,2015-08-01,Non-URM male,4,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c957161c447ee659cb29c4cb02411eca,2017-08-01,Non-URM female,15,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4d285690fa38270a81ebd72d9440112f,2014-08-01,Non-URM male,33,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,99b2fa9428bceb4318980e309042565f,2017-08-01,Non-URM female,0,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,a39bfd68d0bf0fef647e18f71c1a6c64,2019-01-01,Non-URM male,28,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f1506a1a8002dc0ad84f7e38edac96d4,2016-01-01,Non-URM male,0,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,9de02fd87de6ba3784dbc369ea498530,2018-08-01,Non-URM female,14,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,3d6bdb06d89b5b74aeb0886298caf3c9,2018-08-01,Non-URM female,2,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,ef757bc1e664fe9ab4036f2d2848b6c7,2017-01-01,Non-URM female,19,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,19c36e9e8e8542c46a58cde9ecdea67b,2018-01-01,Non-URM male,10,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4354e3fc9c71ee1d815c9af085a2fa29,2017-01-01,Non-URM male,1,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,94868cc658f4a013a061ae3f16a6142d,2014-08-01,Non-URM male,11,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,50092250df8ffbe78171e9bce738961c,2017-01-01,Non-URM male,2,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,682e51c923649372ac248653247b07b4,2019-01-01,Non-URM female,20,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7983986b2558f527c2859ad7d3cf36b5,2014-08-01,Non-URM male,17,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,554c1a61cb460668c40e9196f45d87f3,2018-01-01,Non-URM female,16,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e94c9f4637488aa69298bf12d7609257,2019-01-01,Non-URM male,17,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,fd2d9a2660b5b49afb1a89a7f75dbc35,2018-08-01,Non-URM female,13,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,a82fe02f287975a4d3197376b202253d,2017-01-01,Non-URM female,9,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,346156050e353217a4e9d3d35473fb6e,2016-01-01,Non-URM male,0,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,b82b929e4ca8e40c9a117e14dafc5ae8,2017-08-01,Non-URM male,33,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,e72e2048d073d4aa178e428d49df428f,2016-01-01,Non-URM female,6,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4e7341d4edf61902d6c28a39a929d769,2017-08-01,Non-URM female,14,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,db9a2819a84c42b13a7ab199a0616bfd,2014-08-01,Non-URM male,20,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,208c7df05fe774d28f88e8ff793d0fb1,2018-08-01,Non-URM male,26,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7dfe5776afbcc91e41c324c1fa59eb1f,2018-08-01,Non-URM male,28,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2e42eedbce65b2af089716b6b6f8f3b4,2019-01-01,Non-URM female,1,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,bd9ad64865d522ca0162368fddc8d839,2017-01-01,Non-URM male,15,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,44e396ef75db28f4b87570f7213d672f,2017-01-01,Non-URM male,5,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,809010c8df20e286af4f5b0c11b39372,2016-01-01,Non-URM female,0,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,1fbda3c726a1b6327834061618bac52b,2016-08-01,Non-URM female,27,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,c7e0ee402de54d2bc7cc53af75f45780,2016-08-01,Non-URM female,13,26-50,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,6d9fdf897e66ff46a7dd55759926239e,2014-08-01,Non-URM male,0,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,513e462023fa0ab7c54c3a12170ab318,2019-01-01,Non-URM male,35,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,403f1b155b520fda21f2953d4281ed0e,2018-01-01,Non-URM male,7,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4354e3fc9c71ee1d815c9af085a2fa29,2019-01-01,Non-URM male,3,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,900fc3c0da12243f301407084f2c657a,2018-08-01,Non-URM female,30,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f17aad3cd42aa15d22ca66b103d2d0cd,2018-08-01,URM male,11,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,6b5425cead6e95a3822050b7997cbb22,2019-08-01,Non-URM male,4,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,19c88cfed9b1b5bbb5986a910c561818,2018-01-01,Non-URM male,12,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4e13f992e789126c2a01138b868d7f86,2018-01-01,Non-URM female,17,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,42ac8ca562e104f7fee46ba2bd57b283,2017-01-01,Non-URM female,11,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,13567f3f9217723150a5b09e13a8ab3c,2014-08-01,Non-URM male,1,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4aa8e4a6aaa1b6f0b3b1a64c31f87eac,2017-01-01,Non-URM male,30,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,aed8c1d8562329322b87baa4a0c301c3,2014-08-01,Non-URM male,,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,0f5875d059c2d7229ec2fce30eecfd27,2017-08-01,Non-URM female,20,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,efdd3f97f19adcbcda58cd102b386d16,2017-08-01,Non-URM male,12,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,8371df9009b01a3931f2f303967f390c,2016-08-01,Non-URM female,12,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,f098f16179ba56220c46e7ab982f8d31,2019-08-01,Non-URM male,4,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,3f94c630e6cdc06d1e998381c543d74e,2016-08-01,Non-URM male,25,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,074f0d5199acba10b59aa7e33a7593a0,2014-08-01,Non-URM male,4,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,823b22473c15d1eb607f3e09256fc69f,2016-08-01,Non-URM male,50,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,db36e85519d3472fedad12d2c185e6a3,2019-08-01,Non-URM female,14,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,435fb336768a5ae3bbe7ac074b1e5d71,2014-08-01,Non-URM male,2,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,5d308f263a2b833056029ad71fb5e26f,2017-01-01,Non-URM male,2,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,96dce8b68e835ba35e1bceb2824aaab2,2018-08-01,Non-URM male,48,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,eecd126e71758f44c120c33a651b8604,2019-08-01,URM female,7,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,7868cfafd5171bb9ed8e2c31ac32551e,2014-08-01,Non-URM female,11,1-10,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,164ba69a03c8280c044aeb86d3c039aa,2017-01-01,Non-URM female,3,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,4576f16fdaed4dd13312a2724157b274,2019-08-01,Non-URM female,8,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,a2abdc53e0e55a029aaa19facd92253c,2018-01-01,Non-URM male,36,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,67c37af56fed7df0dd84bdda22805915,2018-08-01,Non-URM male,35,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,74fd9b880cc5056f88c8d95792fa9b6a,2018-01-01,Non-URM female,10,51-100,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,72f2fb6cea12a5bbf856843e1d9fc93d,2016-01-01,Non-URM male,3,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,27251acf59ce4ab9cb6a339170caba03,2016-08-01,Non-URM male,19,11-25,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,2eaa1f562ed18c8793621e215d04fbdf,2016-01-01,Non-URM male,7,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,9d3a4437e58a04fc828ec768bed0d2dd,2019-01-01,Non-URM female,4,11-25,101-289,1,Northeast
