school,id,semester,urm_status,years_from_phd,repec_owndept,repec_semdept,phd_program,census_region
5b50fcc8154085b41a73d57f820251e7,88ac1392e9e0c2ac81e1a9d72fcf648c,2018-01-01,Non-URM female,18,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,116599d35a0fad4843502ef61d5b24d5,2019-01-01,Non-URM male,19,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,05ac062b03fcffb983d8c9b0c59e78e7,2014-08-01,Non-URM female,12,1-10,11-25,1,
060ed1d6669f9354439f02f85fb02035,2f89c7cd6227ce766a38d435d8a053d5,2018-08-01,Non-URM male,3,101-289,101-289,1,
060ed1d6669f9354439f02f85fb02035,1aba91f655e4a122d1f44691c51cd354,2016-01-01,Non-URM female,18,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,5319a62ee563cb5f4d95259fabfc9094,2017-01-01,Non-URM male,0,11-25,101-289,1,
060ed1d6669f9354439f02f85fb02035,84952242768dcd3a2ca1dc1e16fd8238,2019-01-01,Non-URM male,6,1-10,101-289,1,
060ed1d6669f9354439f02f85fb02035,c59c2da8f2ea3cb7cd5589ef7a5a8eb2,2019-01-01,Non-URM male,1,1-10,101-289,1,
f5fbc75f00dda39fb44e5010bbc74571,9fe8610fd0c2f759bfe950195b01a6b9,2018-01-01,Non-URM male,11,101-289,26-50,1,Northeast
f5fbc75f00dda39fb44e5010bbc74571,6a46cc070b65c5d627c8582eca8f54cf,2016-01-01,Non-URM male,17,Unranked,26-50,1,Northeast
f5fbc75f00dda39fb44e5010bbc74571,4408592ea0a369ba1e04085c2ba7138a,2019-08-01,Non-URM male,23,1-10,26-50,1,Northeast
f5fbc75f00dda39fb44e5010bbc74571,9444fe8e5f5c595060b8c8e3605fd96a,2015-08-01,Non-URM male,15,Unranked,26-50,1,Northeast
fb67a91161566f5b8e8f72903547124d,e0733ced5e0f1695762a67b49c6823fe,2019-08-01,Non-URM female,6,11-25,11-25,1,Northeast
fb67a91161566f5b8e8f72903547124d,13e973115219c56601491572dc662de4,2018-01-01,Non-URM male,9,1-10,11-25,1,Northeast
fb67a91161566f5b8e8f72903547124d,0a12edf70acae12462aea498ec4bc4c7,2018-01-01,Non-URM female,1,26-50,11-25,1,Northeast
fb67a91161566f5b8e8f72903547124d,f1a92b367c4ecc7bb1720a823e726054,2014-08-01,Non-URM male,7,101-289,11-25,1,Northeast
fe78a453ab1cc1b4e76ae03a0e518200,7a2d7feb0e649f073f648563cc3c67ab,2018-01-01,URM male,4,1-10,101-289,0,Northeast
6851e20c36507d8fdafd117012aeb401,aca370bca8d22349c50e7f40d1b61326,2019-08-01,Non-URM male,7,51-100,Unranked,0,West
6851e20c36507d8fdafd117012aeb401,9598f4f4bb3a33b692e511156be6f742,2014-08-01,Non-URM male,3,51-100,Unranked,0,West
00ec79400d397e7414b9ca7dc7bd95bd,39891b289bec083ed5eae643f9f1979c,2017-01-01,Non-URM female,8,51-100,51-100,0,West
00ec79400d397e7414b9ca7dc7bd95bd,52b491f63cbb605118ee08a2a1169359,2016-01-01,Non-URM male,0,11-25,51-100,0,West
00ec79400d397e7414b9ca7dc7bd95bd,490c2ff5b41404cc8d3f6486893b9226,2016-01-01,Non-URM male,49,26-50,51-100,0,West
1bc18cc767a786647138b76c01033fa5,a4587addb630cc599593fa0e8b966a19,2018-08-01,Non-URM male,0,Unranked,101-289,0,West
3e5eaec12de6f29ca393faff5b9ace2c,f38e1c5be7ac1ba88e43bcf2a298089a,2017-01-01,Non-URM male,33,Unranked,Unranked,1,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,134c21e5729763fd18e175aa901372ca,2015-08-01,Non-URM male,24,26-50,101-289,0,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,f682d84214ee1019ba3b68e86e676b9c,2018-08-01,Non-URM male,8,26-50,101-289,0,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,1dd10e8090057a9f12f0f17b99551266,2015-08-01,Non-URM male,25,Unranked,101-289,0,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,058e0b2633916140e70f600c4cc5f6e5,2015-08-01,Non-URM female,6,51-100,101-289,0,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,73f6c562f6389a7bd7b2faeafd305bc1,2015-08-01,Non-URM male,32,101-289,101-289,0,West
86a4b35744ddbe6cac7f1f4fd5aaf95c,a3abc91ef2aaea49f21b088075d8c279,2015-08-01,Non-URM female,25,Unranked,101-289,0,West
5f43bd1ffc49e0b845ef4328df3e118b,f387bba91b2e943fa9a2b1df233fbd61,2019-08-01,Non-URM male,14,101-289,101-289,1,South
5f43bd1ffc49e0b845ef4328df3e118b,58e19b9fc39d89b694dfda0acac2d98a,2016-08-01,Non-URM male,33,Unranked,101-289,1,South
5f43bd1ffc49e0b845ef4328df3e118b,dcfc0bd259b593d64a5456b4ac3f1463,2019-01-01,Non-URM male,8,26-50,101-289,1,South
5f43bd1ffc49e0b845ef4328df3e118b,495089723023f83e0a44c2e7e49e78e3,2018-08-01,Non-URM male,17,51-100,101-289,1,South
cd4ff481ad1d3e09f5f6551637f51e45,b492f55a3db7d8e33ec101309f78f451,2019-08-01,Non-URM male,24,26-50,1-10,1,Northeast
cd4ff481ad1d3e09f5f6551637f51e45,b7d167cbe6f041e9c00ca514d91c9592,2019-01-01,Non-URM male,19,101-289,1-10,1,Northeast
c72d30f54d0dd998e51a42f60c389432,62a02250900144e89d969f269bdc8387,2015-01-01,Non-URM male,8,11-25,101-289,1,Northeast
dc99ab5ed18b975d30b5c3ce45254e51,7340985a69a76f289c36bc10dc26ca2c,2018-08-01,Non-URM male,16,11-25,11-25,0,Northeast
488af6be5b2c834f2d72ddc119f22b77,479f1b3ca3a33917cef26c2c96eea360,2019-01-01,Non-URM male,6,Unranked,101-289,1,South
488af6be5b2c834f2d72ddc119f22b77,8030821839d3afd2b772a7f59b975c5a,2019-01-01,Non-URM male,19,26-50,101-289,1,South
488af6be5b2c834f2d72ddc119f22b77,18abd8924d905ed4da43e90c327c8caf,2018-01-01,Non-URM male,10,51-100,101-289,1,South
6231e04d835a5eaa709870efabd9a35f,830144376077f66e8c0208444ab82a64,2017-01-01,Non-URM male,35,Unranked,51-100,1,South
6231e04d835a5eaa709870efabd9a35f,cb63218a24ab314244c9aa1863d2b78e,2015-01-01,Non-URM female,8,1-10,51-100,1,South
6231e04d835a5eaa709870efabd9a35f,00c10d39bd2c7fd08662295465785e42,2015-01-01,Non-URM male,24,26-50,51-100,1,South
6231e04d835a5eaa709870efabd9a35f,d0bc954c3a7b70fa3e4f676bc820065b,2018-01-01,Non-URM female,11,11-25,51-100,1,South
31b7ba124b4458ad0c4c6025a9d8c5ae,b00f21473800fd79013de14d2d8b3ab1,2019-08-01,Non-URM female,4,11-25,26-50,1,South
4381ab09a422bdf9577a70870bfa099d,d869f554152cd1874afd758b50b76efb,2017-01-01,Non-URM male,7,51-100,Unranked,0,South
e1ce019d3e86dbe27d257604510a0614,4c250e622edd23a4b3218ed2c6788791,2017-01-01,Non-URM male,10,101-289,51-100,1,Midwest
e1ce019d3e86dbe27d257604510a0614,1039047ce345bd79487379745ee76e86,2018-01-01,Non-URM female,4,Unranked,51-100,1,Midwest
e1ce019d3e86dbe27d257604510a0614,b3144a1dc199e76e97c1f21213224557,2016-08-01,Non-URM male,31,51-100,51-100,1,Midwest
e1ce019d3e86dbe27d257604510a0614,11d1e95d17cd4d2f8f62d812cfb7ca2b,2018-08-01,URM female,15,11-25,51-100,1,Midwest
09e64404a93bb32554d12385f6c9ac9f,d3d66864769e14f4e0c3efd3aae2e293,2019-01-01,Non-URM male,0,11-25,Unranked,0,Midwest
f37ac16b5f3d241649fe7411ea8ec7aa,484bc5edf61266483eaa2382a5223a21,2015-01-01,Non-URM female,5,51-100,Unranked,1,South
6d2c37bb1f7f71a5298d34fe845f3009,610a7ce1c5b25f92ca2dfd22bf035537,2018-08-01,Non-URM male,10,11-25,Unranked,0,West
14330e3bda3fad7592d3cb191d319c64,1896edbd9587928446ae1ce6e4d228fd,2019-08-01,Non-URM male,0,Unranked,101-289,1,
14330e3bda3fad7592d3cb191d319c64,944d4da0b3f879e7c9c457a88d74ec4d,2018-01-01,Non-URM male,24,11-25,101-289,1,
14330e3bda3fad7592d3cb191d319c64,a2df6bc1d58ee1380fb795a69cd5a22f,2017-08-01,Non-URM female,27,51-100,101-289,1,
40d4eadd9932f35e09a7fdb03ff0eb98,c070350ca1e60e0b8fcadc59087d3f7a,2019-08-01,Non-URM female,1,11-25,26-50,1,Midwest
40d4eadd9932f35e09a7fdb03ff0eb98,fc849b4129b1695e6f7344d9ad042bb0,2019-01-01,Non-URM male,9,1-10,26-50,1,Midwest
f069893726da365e2d347ce02bb8ccd9,b6e6eae04092f1fac47ae62b5cfe0ac7,2019-08-01,Non-URM male,,Unranked,26-50,1,
f069893726da365e2d347ce02bb8ccd9,97be117376c9a3938d65f3ad6bb30935,2019-08-01,Non-URM male,9,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,f836c86064621a985545af840eeede71,2015-01-01,Non-URM female,14,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,734eb9ae8bef52974e1304a31c757251,2019-08-01,Non-URM male,14,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,0c0a7a9c5b6a6e45277fcf4a6c486d59,2017-01-01,Non-URM male,26,1-10,26-50,1,
f069893726da365e2d347ce02bb8ccd9,81af33ffcf14387a28a1d200913aab73,2017-08-01,Non-URM male,,51-100,26-50,1,
f069893726da365e2d347ce02bb8ccd9,00e7172ca1ce27aab6a5ada9b79273b5,2014-08-01,Non-URM female,15,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,e8dc65796bceb6a69be8206d5ee666c5,2019-08-01,Non-URM male,42,26-50,26-50,1,
f069893726da365e2d347ce02bb8ccd9,0c0a7a9c5b6a6e45277fcf4a6c486d59,2016-08-01,Non-URM male,25,1-10,26-50,1,
f069893726da365e2d347ce02bb8ccd9,2cdb8f688ddc80f8532c06bea4aa07ad,2017-08-01,Non-URM male,6,101-289,26-50,1,
f069893726da365e2d347ce02bb8ccd9,11c44a5b9899167ac0814093f34e3794,2019-08-01,Non-URM male,6,Unranked,26-50,1,
21a3b15f421f827627e24b12218d19ec,23096ab16fdf0bc8d5b831ef168da058,2017-08-01,Non-URM male,9,1-10,Unranked,0,West
f0be26e3cff180767d619b531c7a5aea,71482320d256ada782d0a2d329795c41,2019-08-01,Non-URM female,19,1-10,11-25,1,Northeast
b4d9a0753bc69aee85100f5994759c7b,3f1e08b79c37061a952adcc1a76e2d6b,2019-08-01,Non-URM male,1,51-100,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,3025c342b61472dfe28200d6a954374c,2018-08-01,Non-URM male,3,101-289,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,a66c615b71dc78348ba7110fb7c8a408,2019-01-01,Non-URM male,,Unranked,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,ed4a0e49a35d21e8d5a19ca54659d906,2016-08-01,Non-URM male,10,26-50,101-289,0,South
b4d9a0753bc69aee85100f5994759c7b,b81f0f3ffad97aa660fcb1cf093fdf64,2019-08-01,Non-URM female,,101-289,101-289,0,South
5426b82f208a746c60d83704f60031ee,a3068df141edf70562a09a5682e54fe6,2014-08-01,Non-URM male,3,1-10,Unranked,1,Northeast
5fbd3e917be0ca399028b91fdc0071f7,ed70f1b8c0f2b75af7949ce4329a216b,2016-08-01,Non-URM male,9,11-25,51-100,1,Midwest
63b8987747cd39ade345538e2ee46632,58b3375dd93b5d3839dd4b7e0f88234c,2018-01-01,Non-URM male,8,101-289,101-289,1,South
63b8987747cd39ade345538e2ee46632,fbfee1314d1c1f29b365a0b22f3e4aa1,2015-08-01,Non-URM male,13,51-100,101-289,1,South
63b8987747cd39ade345538e2ee46632,d19a429a0252984d7cb2c0758d04b5b6,2018-08-01,Non-URM male,26,Unranked,101-289,1,South
d7e201bc51f908b51c3785af579e7659,5b02c9697649c0b48145796dbc4f21a9,2019-01-01,Non-URM female,24,101-289,51-100,0,Northeast
d7e201bc51f908b51c3785af579e7659,b1890d07ed9296c30fcf91879bd3094f,2017-01-01,Non-URM male,32,1-10,51-100,0,Northeast
d7e201bc51f908b51c3785af579e7659,84151d720521b8bf0e1242cfe7f55fb8,2017-01-01,Non-URM male,23,1-10,51-100,0,Northeast
d7e201bc51f908b51c3785af579e7659,59bdc9b3bf571f7570e5fff05cdf9da1,2018-08-01,Non-URM male,33,26-50,51-100,0,Northeast
d7e201bc51f908b51c3785af579e7659,4ea6cc737555e1f9829439dca00368fb,2015-08-01,Non-URM male,14,11-25,51-100,0,Northeast
2da402efa3c1c11074ea443815d6c849,2434d0f233b18723cf75ae5cbb9147d5,2017-08-01,Non-URM male,4,101-289,101-289,1,South
cd4f3a65da3f6e483222a613836076a8,6b5425cead6e95a3822050b7997cbb22,2016-01-01,Non-URM male,1,1-10,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,05fd24f6b70160ddf1a3351edc3afe47,2019-08-01,Non-URM female,18,1-10,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,c4c740d67f5032959d532306409a93a8,2014-08-01,Non-URM male,13,Unranked,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,82e4366d468f26b69aee850e126b210c,2015-08-01,Non-URM male,10,1-10,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,36bd4cb159bc1cbf49f2c8cf373629e3,2018-01-01,Non-URM male,2,Unranked,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,7bf4825ea50d88679090f4ee6ad45211,2019-08-01,Non-URM male,20,11-25,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,2473e3bcf2893249d1244727aa0123e8,2017-08-01,Non-URM male,18,51-100,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,7d144051433a1e0faa3b2efdde4ec56c,2016-01-01,Non-URM male,4,1-10,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,cb779b651b5f60720dbc16a494d2921e,2016-01-01,Non-URM male,18,11-25,1-10,1,West
cd4f3a65da3f6e483222a613836076a8,f3fb5c52bce2653ba13e074510a6d0c9,2016-08-01,Non-URM female,5,1-10,1-10,1,West
1ef569ccd89b971d235ebc08555b481b,6d4405c404d069ddafeceb9c6af6829f,2015-01-01,Non-URM male,9,Unranked,101-289,1,Northeast
8576f0ff490664a74cbdc814f7585b97,664c5a1f478fed2031802421b2cb5a2b,2015-01-01,Non-URM male,17,26-50,51-100,1,
8576f0ff490664a74cbdc814f7585b97,5d4adc1b0168d1da0db24f614ea918d4,2018-08-01,Non-URM male,40,11-25,51-100,1,
8576f0ff490664a74cbdc814f7585b97,084a004d114cca7d553e659deec28804,2017-01-01,Non-URM female,28,1-10,51-100,1,
7a3cdc95dea8462a580fd5c0d8ff7fdf,e8f3dd918e5153ba3faea13346be309d,2018-08-01,Non-URM male,7,11-25,51-100,1,South
7a3cdc95dea8462a580fd5c0d8ff7fdf,79c1610ab1fcf59dbf2b280c6ac6da21,2016-08-01,Non-URM female,17,11-25,51-100,1,South
7a3cdc95dea8462a580fd5c0d8ff7fdf,0652178a0c16fcd5527b5d7a55086c6e,2018-01-01,Non-URM female,7,11-25,51-100,1,South
7a3cdc95dea8462a580fd5c0d8ff7fdf,31ecac785676baeac60093dd31507224,2014-08-01,Non-URM male,20,26-50,51-100,1,South
7a3cdc95dea8462a580fd5c0d8ff7fdf,a16d53aa88e2418ae0a6126787afd83a,2016-01-01,URM male,6,101-289,51-100,1,South
8672245af86cf83665e5ec526b5182dd,0113c7379d40500caedd9134c7630a31,2017-01-01,Non-URM male,33,Unranked,Unranked,1,South
f7acd423583e0c901bcafaaf744a9c57,2c547baccb462bbca5a3a590d6e76406,2016-08-01,Non-URM male,19,Unranked,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,5fc5775da1dd7dd4a6de1cdac3aa532b,2015-08-01,Non-URM male,5,101-289,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,b76c49040c64239d828a6325e9ec03c9,2015-08-01,Non-URM female,12,51-100,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,5aaf848a69458f3b3f3654b76eb7b61d,2016-01-01,Non-URM male,35,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,36838f33e618486425e059d52b51e2a4,2018-01-01,Non-URM male,30,51-100,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,ebcaffc23799fb4c88743c9f85563553,2019-08-01,Non-URM male,28,Unranked,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,ca8841c3ff3c5f858dff029b8cf981ed,2018-08-01,Non-URM male,9,11-25,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,d7ec1d0ca1f494d58155c1d4d0173020,2019-08-01,Non-URM male,14,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,aa78bac82e7641ace764f5b35648c99c,2017-01-01,Non-URM male,15,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,cbe184e86ccfaf2c3d891c758fab9aeb,2015-01-01,Non-URM male,18,26-50,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,c36100b2700481bc776c45b0c478a1b5,2019-01-01,Non-URM male,4,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,900fc3c0da12243f301407084f2c657a,2015-08-01,Non-URM female,27,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,ddb1b8d353ddf142b8757a3b22a27b92,2016-01-01,Non-URM male,8,101-289,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,c36100b2700481bc776c45b0c478a1b5,2016-08-01,Non-URM male,1,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,747a8a22741c8581853ad57a412d450d,2015-08-01,Non-URM male,2,Unranked,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,9281cd2db998824e092f81a3f6bc1039,2016-01-01,Non-URM male,19,1-10,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,1f11651ef21a99d0a44f1eff56b4c450,2016-01-01,Non-URM female,6,Unranked,1-10,1,
f7acd423583e0c901bcafaaf744a9c57,b5561c8e5b867d3aff2e183e695cfa6d,2018-01-01,Non-URM female,4,1-10,1-10,1,
8f68778cc4d4a901177aa7957f64ba48,b5561c8e5b867d3aff2e183e695cfa6d,2017-01-01,Non-URM female,3,1-10,101-289,1,South
03226c78fa81d90d310d16315368a4e9,a206c81f678ae34b16b890eb11029574,2017-01-01,Non-URM male,22,26-50,Unranked,1,South
e99ba1f6cd2db4f478c97f07eb6ef0e4,227b63eef5c2294541071b558144041b,2018-01-01,Non-URM male,8,Unranked,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,85a86c9961514c75d7c701b19a112be6,2016-01-01,Non-URM male,14,26-50,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,78d9c9ab836424cb441b6c2d2a77bb24,2015-01-01,Non-URM male,39,51-100,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,de0e96112934848a59aec588d5d772a7,2019-08-01,Non-URM male,9,Unranked,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,9df18ddf3d895a4e7fc5b9e12b2c5cf3,2017-08-01,Non-URM male,11,26-50,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,b9f09a8b8d836579210d1c69709044b5,2016-01-01,Non-URM male,16,11-25,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,f8c1d8cc36064e538c87ff3df848177c,2015-08-01,Non-URM male,3,11-25,26-50,1,West
e99ba1f6cd2db4f478c97f07eb6ef0e4,ecb0721d5ae5ea071ea3c7f0a941865d,2016-08-01,Non-URM male,4,1-10,26-50,1,West
d0238b173953876c59aba81b598b2772,e175fdfbfa017d41513223a92f516950,2016-01-01,Non-URM male,17,1-10,11-25,1,West
d0238b173953876c59aba81b598b2772,866077d340eefa676c43c46f1090e92c,2015-08-01,Non-URM male,17,26-50,11-25,1,West
d0238b173953876c59aba81b598b2772,b02195117fa2461c143fdfdd7ab81dd5,2019-01-01,Non-URM female,12,1-10,11-25,1,West
d0238b173953876c59aba81b598b2772,641d330e1c90aee81e8b0828f26fbbc6,2019-01-01,Non-URM male,14,51-100,11-25,1,West
d0238b173953876c59aba81b598b2772,aadccd2afc064edfff919537427fe9ac,2016-01-01,Non-URM male,35,1-10,11-25,1,West
5a63a0f01558a2db057b4328d7f35830,954b5a8d644bcdb21dfea79d1534a50d,2019-08-01,Non-URM male,5,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,f0fe7621b209b5f7984939d8efb3bd16,2016-08-01,Non-URM male,21,101-289,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,55a4d4ec784642d8acb4d7deb9cd7b1c,2019-01-01,Non-URM female,5,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,1ac5d4a9024351aa4390623dff929915,2019-08-01,Non-URM male,8,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,de891cc8e7d53b0865a814af9b102601,2019-01-01,Non-URM male,37,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,3b3bb75f017f7676dbd8730054bd4a08,2019-08-01,Non-URM male,12,1-10,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,c93e838cec431dd0ba23fbd91f7ade1f,2018-08-01,Non-URM male,7,11-25,1-10,1,Midwest
5a63a0f01558a2db057b4328d7f35830,bf063d1f1539fbe068b824c8bc895ea8,2019-01-01,Non-URM male,1,1-10,1-10,1,Midwest
e04da56bf47ee7cd761de6268a4fd2d9,788b2fc55e6f462464c8bf07726b42b3,2019-01-01,Non-URM male,15,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,788b2fc55e6f462464c8bf07726b42b3,2019-01-01,Non-URM male,15,101-289,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,d7fe93e9061ad94ecbd41c07f2a9aaac,2016-08-01,Non-URM male,6,Unranked,101-289,1,Northeast
e04da56bf47ee7cd761de6268a4fd2d9,65717582911caf79efe33f82bf152c38,2016-08-01,Non-URM male,0,1-10,101-289,1,Northeast
88c69d948f8eeec19c298d23d8b28b0e,dba0e453b5f3f3daf0ddf0faec0451c6,2015-01-01,Non-URM male,6,1-10,101-289,0,South
88c69d948f8eeec19c298d23d8b28b0e,f0e22d0aaadaeb351eab3d62d6328a1e,2019-08-01,Non-URM male,4,11-25,101-289,0,South
62b4467e76710d0d221d0924d2f91c81,3e1e2df56b938d51211e0472365f24bc,2015-01-01,Non-URM male,15,26-50,Unranked,0,South
f9d51d841c6e78f420305101a3f3cbb9,9af0e2b6346396388864d799cf424302,2016-01-01,Non-URM male,,Unranked,51-100,1,Midwest
f9d51d841c6e78f420305101a3f3cbb9,db4df07be05e145f2abd8433fa622aaf,2015-01-01,Non-URM male,,26-50,51-100,1,Midwest
c1608a638c5b91b86890eb1c3bdc43a2,cd1235cae3f4ea165c3228075fe6773a,2018-08-01,Non-URM male,,Unranked,Unranked,0,South
7e364986f6847eb8b578a3d2edc2b2b7,1ed980d3419936cb7f80bf182def14f4,2015-08-01,Non-URM male,2,51-100,101-289,0,Midwest
7e364986f6847eb8b578a3d2edc2b2b7,357b22f0271dcaf527d55b98b856c9b3,2018-01-01,Non-URM male,17,26-50,101-289,0,Midwest
3900ad671d90cb9a584aeeca4c424b99,7588769a7943230e760d71a4437d6ffb,2019-08-01,Non-URM female,11,101-289,Unranked,1,Midwest
1c5b3b9ba603016820c01ae12bca89b1,f9aa5c11125bb80f7dc6b59d9a9ba76d,2015-01-01,Non-URM male,26,Unranked,Unranked,0,West
169bd050b9b5d255c60b8b87ecc2b4f9,0652178a0c16fcd5527b5d7a55086c6e,2019-08-01,Non-URM female,8,11-25,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,6721486662e18240ac5174019862f103,2018-08-01,Non-URM male,25,Unranked,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,5ec582c71661d682568ac0e626a1f15d,2019-01-01,Non-URM male,1,Unranked,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,afc39fcab8594bf73e01cd0ae704bb18,2019-08-01,Non-URM male,18,Unranked,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,5bae3d3b5bf3b5f4146d6d682a853dac,2019-01-01,Non-URM male,2,101-289,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,f5e37f7c24832137f4235e67fad8bf13,2018-01-01,Non-URM male,27,1-10,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,f5e37f7c24832137f4235e67fad8bf13,2018-01-01,Non-URM male,27,1-10,51-100,1,South
169bd050b9b5d255c60b8b87ecc2b4f9,56b54b1eec2e5044caba88c91c1fab6f,2018-08-01,Non-URM male,11,26-50,51-100,1,South
3622363b1039c8872e9331054e5372cf,264c7da2723b054015154aec98097475,2014-08-01,Non-URM male,0,101-289,Unranked,1,West
bbb803ed6d9f2203195273c1437c9e61,816e86ffecde0ba519a18e7c43df9786,2015-08-01,Non-URM female,2,26-50,Unranked,0,South
bb03bf454a21c26955023dfc8dd1b4f3,ef4f1914e98236c4d9965e0e0cea364d,2015-08-01,Non-URM male,23,Unranked,101-289,0,Northeast
bb03bf454a21c26955023dfc8dd1b4f3,d4bf3f0c06ff022251ac7512010c3b92,2019-01-01,Non-URM female,27,51-100,101-289,0,Northeast
bb03bf454a21c26955023dfc8dd1b4f3,1ee64e8a2242ae878e4fa5c033187819,2018-08-01,Non-URM male,25,26-50,101-289,0,Northeast
bb03bf454a21c26955023dfc8dd1b4f3,bdde97f1c1b939d6815fba995c2e681a,2016-01-01,Non-URM female,4,51-100,101-289,0,Northeast
5b50fcc8154085b41a73d57f820251e7,f2c33e557905d9b57ce40a253c3d8690,2015-01-01,Non-URM female,13,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,4584d1a15a8aca58c37a0b177621d2ba,2016-01-01,Non-URM male,36,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,b76c49040c64239d828a6325e9ec03c9,2015-08-01,Non-URM female,12,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,44cb9ff4a320da079322069b0136c77f,2015-08-01,Non-URM male,12,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,7083c027e45673bad8d85899af636ff0,2015-01-01,Non-URM male,22,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,e46dcd46153b1526bb5d176da7d65586,2019-01-01,Non-URM male,21,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,a02b26f060db3cb7eaf6cd5a909fd4d1,2015-08-01,Non-URM male,16,26-50,11-25,1,
5b50fcc8154085b41a73d57f820251e7,cb779b651b5f60720dbc16a494d2921e,2014-08-01,Non-URM male,16,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,e20c84463c55065054bca27c954c2f50,2015-08-01,Non-URM male,13,Unranked,11-25,1,
5b50fcc8154085b41a73d57f820251e7,f18fc4034d1ab1455eefc958949ff5c4,2017-01-01,Non-URM male,31,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,06e47604fe3f2c0719350887f5821bd7,2017-01-01,Non-URM male,8,1-10,11-25,1,
5b50fcc8154085b41a73d57f820251e7,ca6e14bc1598fdc47196c448fb9518f3,2019-08-01,Non-URM male,28,11-25,11-25,1,
5b50fcc8154085b41a73d57f820251e7,dfd2ad29c307b2c6ed4c30e4c03eddf2,2019-01-01,Non-URM female,15,51-100,11-25,1,
5b50fcc8154085b41a73d57f820251e7,0954235eec30117d60728462b02319b6,2017-01-01,Non-URM male,14,1-10,11-25,1,
